BBR,Condition_CHS,Condition_CHT,Condition_EN,Department_Ref__No_,District_CHS,District_CHT,District_EN,Last_Inspection_Date,Location_CHS,Location_CHT,Location_EN,MitigationMeasure_CHS,MitigationMeasure_CHT,MitigationMeasure_EN,OVTNo,Responsible_Department_CHS,Responsible_Department_CHT,Responsible_Department_EN,Species_CHS,Species_CHT,Species_EN,TR_no_,Type,XCoordinate,YCoordinate,GeometryLongitude,GeometryLatitude
N,其他土壤情况 / 滴水线范围内有限制(多於 70%) / 有树木倒塌记录 / 其他场地观察 / 茁壮程度 (正常) / 倾斜 (趋光性) / 受风情况 (暴露) / 修剪历史 (清理树冠) / 修剪历史 (狮尾) / 其他总体情况观察 / 综合树木风险 (低) / 石墙 / 综合剩余风险(低) / 没有场地改变 / ,其他土壤情況 / 滴水線範圍內有限制(多於 70%) / 有樹木倒塌記錄 / 其他場地觀察 / 茁壯程度 (正常) / 傾斜 (趨光性) / 受風情況 (暴露) / 修剪歷史 (清理樹冠) / 修剪歷史 (獅尾) / 其他總體情況觀察 / 綜合樹木風險 (低) / 石牆 / 綜合剩餘風險(低) / 没有場地改變 / ,Lean (Natural due to phototropism) / No site changes / Other General condition observations / Other Site Condition observations / Other soil conditions / Overall residual risk(Low) / Overall tree risk rating (Low) / Pruning history (Cleaned) / Pruning history (Lion-tailed) / Restriction within dripline (Over 75%) / Stonewall / Tree failure record / Tree vigor (Normal) / Wind exposure (Exposed) / ,SA18001_TS006,"""Southern""","""Southern""","""Southern""",2023-10-26,"""Bethanie, 139 Pokfulam Road""","""Bethanie, 139 Pokfulam Road""","""Bethanie, 139 Pokfulam Road""",其他缓减措施 / ,其他緩減措施 / ,Others / ,,"""Architectural Services Department""","""Architectural Services Department""","""Architectural Services Department""",榕树(细叶榕),榕樹(細葉榕),Ficus microcarpa,ARCHSD/S/00264,SWT,832024,813701,114.13569900000005,22.262114000000054
N,其他土壤情况 / 滴水线范围内有限制(多於 70%) / 有树木倒塌记录 / 其他场地观察 / 茁壮程度 (正常) / 倾斜 (趋光性) / 倾斜 (已自然修正) / 受风情况 (受遮挡) / 修剪历史 (清理树冠) / 其他总体情况观察 / 综合树木风险 (低) / 石墙 / 综合剩余风险(低) / 没有场地改变 / ,其他土壤情況 / 滴水線範圍內有限制(多於 70%) / 有樹木倒塌記錄 / 其他場地觀察 / 茁壯程度 (正常) / 傾斜 (趨光性) / 傾斜 (已自然修正) / 受風情況 (受遮擋) / 修剪歷史 (清理樹冠) / 其他總體情況觀察 / 綜合樹木風險 (低) / 石牆 / 綜合剩餘風險(低) / 没有場地改變 / ,Lean (Natural due to phototropism) / Lean (Self-corrected) / No site changes / Other General condition observations / Other Site Condition observations / Other soil conditions / Overall residual risk(Low) / Overall tree risk rating (Low) / Pruning history (Cleaned) / Restriction within dripline (Over 75%) / Stonewall / Tree failure record / Tree vigor (Normal) / Wind exposure (Protected) / ,SA18001_TS007,"""Southern""","""Southern""","""Southern""",2023-10-26,"""Bethanie, 139 Pokfulam Road""","""Bethanie, 139 Pokfulam Road""","""Bethanie, 139 Pokfulam Road""",其他缓减措施 / ,其他緩減措施 / ,Others / ,,"""Architectural Services Department""","""Architectural Services Department""","""Architectural Services Department""",朴树,朴樹,Celtis sinensis,ARCHSD/S/00265,SWT,832014,813719,114.13560200000006,22.262276000000043
N,其他土壤情况 / 滴水线范围内有限制(多於 70%) / 有树木倒塌记录 / 有褐根病记录 / 其他场地观察 / 茁壮程度 (低) / 倾斜 (趋光性) / 倾斜 (已自然修正) / 倾斜 (反应生长) / 受风情况 (部份) / 修剪历史 (清理树冠) / 其他总体情况观察 / 综合树木风险 (低) / 石墙 / 综合剩余风险(低) / 没有场地改变 / ,其他土壤情況 / 滴水線範圍內有限制(多於 70%) / 有樹木倒塌記錄 / 有褐根病記錄 / 其他場地觀察 / 茁壯程度 (低) / 傾斜 (趨光性) / 傾斜 (已自然修正) / 傾斜 (反應生長) / 受風情況 (部份) / 修剪歷史 (清理樹冠) / 其他總體情況觀察 / 綜合樹木風險 (低) / 石牆 / 綜合剩餘風險(低) / 没有場地改變 / ,Brown Root Rot disease record / Lean (Natural due to phototropism) / Lean (Response growth) / Lean (Self-corrected) / No site changes / Other General condition observations / Other Site Condition observations / Other soil conditions / Overall residual risk(Low) / Overall tree risk rating (Low) / Pruning history (Cleaned) / Restriction within dripline (Over 75%) / Stonewall / Tree failure record / Tree vigor (Low) / Wind exposure (Partial) / ,SA18001_TS002,"""Southern""","""Southern""","""Southern""",2023-10-26,"""Bethanie, 139 Pokfulam Road""","""Bethanie, 139 Pokfulam Road""","""Bethanie, 139 Pokfulam Road""",其他缓减措施 / ,其他緩減措施 / ,Others / ,,"""Architectural Services Department""","""Architectural Services Department""","""Architectural Services Department""",榕树(细叶榕),榕樹(細葉榕),Ficus microcarpa,ARCHSD/S/00267,SWT,832058,813637,114.13602900000001,22.261536000000035
N,土壤情况正常 / 滴水线范围内有限制(多於 70%) / 有树木倒塌记录 / 其他场地观察 / 茁壮程度 (正常) / 倾斜 (已自然修正) / 受风情况 (部份) / 其他修剪历史 / 其他总体情况观察 / 综合树木风险 (低) / 石墙 / 综合剩余风险(低) / 没有场地改变 / ,土壤情況正常 / 滴水線範圍內有限制(多於 70%) / 有樹木倒塌記錄 / 其他場地觀察 / 茁壯程度 (正常) / 傾斜 (已自然修正) / 受風情況 (部份) / 其他修剪歷史 / 其他總體情況觀察 / 綜合樹木風險 (低) / 石牆 / 綜合剩餘風險(低) / 没有場地改變 / ,Lean (Self-corrected) / No site changes / Normal Soil / Other General condition observations / Other Pruning history / Other Site Condition observations / Overall residual risk(Low) / Overall tree risk rating (Low) / Restriction within dripline (Over 75%) / Stonewall / Tree failure record / Tree vigor (Normal) / Wind exposure (Partial) / ,T9,"""Eastern""","""Eastern""","""Eastern""",2023-01-14,"""Shau Kei Wan Reporting Centre 28, Shau Kei Wan Road, Hong Kong""","""Shau Kei Wan Reporting Centre 28, Shau Kei Wan Road, Hong Kong""","""Shau Kei Wan Reporting Centre 28, Shau Kei Wan Road, Hong Kong""",其他缓减措施 / ,其他緩減措施 / ,Others / ,,"""Hong Kong Police Force""","""Hong Kong Police Force""","""Hong Kong Police Force""",笔管榕,筆管榕,Ficus subpisocarpa,HKPF/E/00001,SWT,840717,816132,114.22004500000003,22.28406700000005
N,其他土壤情况 / 滴水线范围内有限制(多於 70%) / 有树木倒塌记录 / 其他场地观察 / 茁壮程度 (正常) / 受风情况 (部份) / 修剪历史 (清理树冠) / 其他总体情况观察 / 综合树木风险 (中) / 石墙 / 综合剩余风险(中) / 没有场地改变 / ,其他土壤情況 / 滴水線範圍內有限制(多於 70%) / 有樹木倒塌記錄 / 其他場地觀察 / 茁壯程度 (正常) / 受風情況 (部份) / 修剪歷史 (清理樹冠) / 其他總體情況觀察 / 綜合樹木風險 (中) / 石牆 / 綜合剩餘風險(中) / 没有場地改變 / ,No site changes / Other General condition observations / Other Site Condition observations / Other soil conditions / Overall residual risk(Moderate) / Overall tree risk rating (Moderate) / Pruning history (Cleaned) / Restriction within dripline (Over 75%) / Stonewall / Tree failure record / Tree vigor (Normal) / Wind exposure (Partial) / ,WSD_NTW_0098_T001,"""Tsuen Wan""","""Tsuen Wan""","""Tsuen Wan""",2023-11-13,"""Below access road to Fu Yung Shan Road, Tsuen Wan""","""Below access road to Fu Yung Shan Road, Tsuen Wan""","""Below access road to Fu Yung Shan Road, Tsuen Wan""",其他缓减措施 / ,其他緩減措施 / ,Others / ,,"""Water Supplies Department""","""Water Supplies Department""","""Water Supplies Department""",榕树(细叶榕),榕樹(細葉榕),Ficus microcarpa,WSD/TW/00006,SWT,830080,826396,114.11678900000004,22.37675100000007
N,土壤被挤压 / 滴水线范围内有限制(少於 25%) / 有树木倒塌记录 / 其他场地观察 / 茁壮程度 (正常) / 人造斜坡 / 受风情况 (部份) / 钢索或支架 / 修剪历史 (清理树冠) / 修剪历史 (缩减树冠) / 其他总体情况观察 / 综合树木风险 (低) / 综合剩余风险(低) / 没有场地改变 / ,土壤被擠壓 / 滴水線範圍內有限制(少於 25%) / 有樹木倒塌記錄 / 其他場地觀察 / 茁壯程度 (正常) / 人造斜坡 / 受風情況 (部份) / 鋼索或支架 / 修剪歷史 (清理樹冠) / 修剪歷史 (縮減樹冠) / 其他總體情況觀察 / 綜合樹木風險 (低) / 綜合剩餘風險(低) / 没有場地改變 / ,Cable or brace / Compacted Soil / Man-made slope / No site changes / Other General condition observations / Other Site Condition observations / Overall residual risk(Low) / Overall tree risk rating (Low) / Pruning history (Cleaned) / Pruning history (Reduced) / Restriction within dripline (Less than 25%) / Tree failure record / Tree vigor (Normal) / Wind exposure (Partial) / ,SA1894_TS009,"""Eastern""","""Eastern""","""Eastern""",2023-10-30,"""Victoria Park""","""Victoria Park""","""Victoria Park""",其他缓减措施 / ,其他緩減措施 / ,Others / ,ARCHSD WCH/3,"""Architectural Services Department""","""Architectural Services Department""","""Architectural Services Department""",华南皂荚,華南皂莢,Gleditsia fera,ARCHSD/E/01146,OVT,837306.645,816022.607,114.18695300000002,22.28308400000003
N,其他场地改变 / 土壤情况正常 / 滴水线范围内有限制(多於 70%) / 有树木倒塌记录 / 其他场地观察 / 茁壮程度 (正常) / 倾斜 (趋光性) / 倾斜 (已自然修正) / 受风情况 (受遮挡) / 挡土墙 / 其他修剪历史 / 其他总体情况观察 / 综合树木风险 (低) / 综合剩余风险(低) / 没有场地改变 / ,其他場地改變 / 土壤情況正常 / 滴水線範圍內有限制(多於 70%) / 有樹木倒塌記錄 / 其他場地觀察 / 茁壯程度 (正常) / 傾斜 (趨光性) / 傾斜 (已自然修正) / 受風情況 (受遮擋) / 擋土牆 / 其他修剪歷史 / 其他總體情況觀察 / 綜合樹木風險 (低) / 綜合剩餘風險(低) / 没有場地改變 / ,Lean (Natural due to phototropism) / Lean (Self-corrected) / No site changes / Normal Soil / Other General condition observations / Other Pruning history / Other site changes / Other Site Condition observations / Overall residual risk(Low) / Overall tree risk rating (Low) / Restriction within dripline (Over 75%) / Retaining wall / Tree failure record / Tree vigor (Normal) / Wind exposure (Protected) / ,RTR0124439,"""Wan Chai""","""Wan Chai""","""Wan Chai""",2023-10-19,NULL,NULL,NULL,其他缓减措施 / ,其他緩減措施 / ,Others / ,,"""Highways Department""","""Highways Department""","""Highways Department""",笔管榕,筆管榕,Ficus subpisocarpa,HYD/WC/00173,SWT,837917.892,816019.869,114.19288400000005,22.283059000000037
N,其他场地改变 / 土壤情况正常 / 有土壤裂缝或裂缝於倾斜部位背後 / 滴水线范围内有限制(多於 70%) / 有树木倒塌记录 / 其他场地观察 / 茁壮程度 (正常) / 倾斜 (趋光性) / 倾斜 (已自然修正) / 受风情况 (暴露) / 挡土墙 / 其他修剪历史 / 其他总体情况观察 / 综合树木风险 (低) / 综合剩余风险(低) / 没有场地改变 / ,其他場地改變 / 土壤情況正常 / 有土壤裂縫或裂縫於傾斜部位背後 / 滴水線範圍內有限制(多於 70%) / 有樹木倒塌記錄 / 其他場地觀察 / 茁壯程度 (正常) / 傾斜 (趨光性) / 傾斜 (已自然修正) / 受風情況 (暴露) / 擋土牆 / 其他修剪歷史 / 其他總體情況觀察 / 綜合樹木風險 (低) / 綜合剩餘風險(低) / 没有場地改變 / ,Lean (Natural due to phototropism) / Lean (Self-corrected) / No site changes / Normal Soil / Other General condition observations / Other Pruning history / Other site changes / Other Site Condition observations / Overall residual risk(Low) / Overall tree risk rating (Low) / Restriction within dripline (Over 75%) / Retaining wall / Soil crack or crack behind lean / Tree failure record / Tree vigor (Normal) / Wind exposure (Exposed) / ,RTR0005756,"""Wan Chai""","""Wan Chai""","""Wan Chai""",2023-11-09,"""HAPPY VIEW TERRACE, Within 4 meters to the South of Lamppost No. 43077 that near HAPPY VALLEY RACECO""","""HAPPY VIEW TERRACE, Within 4 meters to the South of Lamppost No. 43077 that near HAPPY VALLEY RACECO""","""HAPPY VIEW TERRACE, Within 4 meters to the South of Lamppost No. 43077 that near HAPPY VALLEY RACECO""",树冠疏理 / 其他缓减措施 / ,樹冠疏理 / 其他緩減措施 / ,Crown thinning / Others / ,,"""Highways Department""","""Highways Department""","""Highways Department""",榕树(细叶榕),榕樹(細葉榕),Ficus microcarpa,HYD/WC/00174,SWT,837102.69,815023.169,114.18497300000001,22.274059000000022
N,其他场地改变 / 土壤情况正常 / 滴水线范围内有限制(多於 70%) / 有树木倒塌记录 / 其他场地观察 / 茁壮程度 (正常) / 受风情况 (部份) / 挡土墙 / 其他修剪历史 / 其他总体情况观察 / 综合树木风险 (低) / 综合剩余风险(低) / 没有场地改变 / ,其他場地改變 / 土壤情況正常 / 滴水線範圍內有限制(多於 70%) / 有樹木倒塌記錄 / 其他場地觀察 / 茁壯程度 (正常) / 受風情況 (部份) / 擋土牆 / 其他修剪歷史 / 其他總體情況觀察 / 綜合樹木風險 (低) / 綜合剩餘風險(低) / 没有場地改變 / ,No site changes / Normal Soil / Other General condition observations / Other Pruning history / Other site changes / Other Site Condition observations / Overall residual risk(Low) / Overall tree risk rating (Low) / Restriction within dripline (Over 75%) / Retaining wall / Tree failure record / Tree vigor (Normal) / Wind exposure (Partial) / ,RTR0005578,"""Wan Chai""","""Wan Chai""","""Wan Chai""",2023-11-09,"""HAPPY VIEW TERRACE, Within 4 meters to the South of Lamppost No. 43077 that near HAPPY VALLEY RACECO""","""HAPPY VIEW TERRACE, Within 4 meters to the South of Lamppost No. 43077 that near HAPPY VALLEY RACECO""","""HAPPY VIEW TERRACE, Within 4 meters to the South of Lamppost No. 43077 that near HAPPY VALLEY RACECO""",清理树冠 / 树冠疏理 / 缩减树冠 / 其他缓减措施 / ,清理樹冠 / 樹冠疏理 / 縮減樹冠 / 其他緩減措施 / ,Crown cleaning / Crown reduction / Crown thinning / Others / ,,"""Highways Department""","""Highways Department""","""Highways Department""",榕树(细叶榕),榕樹(細葉榕),Ficus microcarpa,HYD/WC/00175,SWT,837109.447,815029.828,114.18503900000007,22.27411900000004
N,其他场地改变 / 土壤情况正常 / 滴水线范围内有限制(多於 70%) / 有树木倒塌记录 / 其他场地观察 / 茁壮程度 (正常) / 受风情况 (暴露) / 修剪历史 (清理树冠) / 修剪历史 (疏减树冠) / 修剪历史 (提升树冠) / 挡土墙 / 修剪历史 (缩减树冠) / 修剪历史 (结构修剪) / 其他总体情况观察 / 综合树木风险 (中) / 综合剩余风险(低) / 没有场地改变 / ,其他場地改變 / 土壤情況正常 / 滴水線範圍內有限制(多於 70%) / 有樹木倒塌記錄 / 其他場地觀察 / 茁壯程度 (正常) / 受風情況 (暴露) / 修剪歷史 (清理樹冠) / 修剪歷史 (疏減樹冠) / 修剪歷史 (提升樹冠) / 擋土牆 / 修剪歷史 (縮減樹冠) / 修剪歷史 (結構修剪) / 其他總體情況觀察 / 綜合樹木風險 (中) / 綜合剩餘風險(低) / 没有場地改變 / ,No site changes / Normal Soil / Other General condition observations / Other site changes / Other Site Condition observations / Overall residual risk(Low) / Overall tree risk rating (Moderate) / Pruning history (Cleaned) / Pruning history (Raised) / Pruning history (Reduced) / Pruning history (Structural pruning) / Pruning history (Thinned) / Restriction within dripline (Over 75%) / Retaining wall / Tree failure record / Tree vigor (Normal) / Wind exposure (Exposed) / ,RTR0036566,"""Wan Chai""","""Wan Chai""","""Wan Chai""",2023-11-20,NULL,NULL,NULL,清理树冠 / 其他缓减措施 / ,清理樹冠 / 其他緩減措施 / ,Crown cleaning / Others / ,,"""Highways Department""","""Highways Department""","""Highways Department""",榕树(细叶榕),榕樹(細葉榕),Ficus microcarpa,HYD/WC/00176,SWT,837724.964,813570.122,114.19101,22.260936000000072
N,其他场地改变 / 土壤情况正常 / 滴水线范围内有限制(多於 70%) / 有树木倒塌记录 / 其他场地观察 / 茁壮程度 (正常) / 受风情况 (部份) / 修剪历史 (清理树冠) / 修剪历史 (疏减树冠) / 挡土墙 / 修剪历史 (缩减树冠) / 修剪历史 (结构修剪) / 其他总体情况观察 / 综合树木风险 (低) / 综合剩余风险(低) / 没有场地改变 / ,其他場地改變 / 土壤情況正常 / 滴水線範圍內有限制(多於 70%) / 有樹木倒塌記錄 / 其他場地觀察 / 茁壯程度 (正常) / 受風情況 (部份) / 修剪歷史 (清理樹冠) / 修剪歷史 (疏減樹冠) / 擋土牆 / 修剪歷史 (縮減樹冠) / 修剪歷史 (結構修剪) / 其他總體情況觀察 / 綜合樹木風險 (低) / 綜合剩餘風險(低) / 没有場地改變 / ,No site changes / Normal Soil / Other General condition observations / Other site changes / Other Site Condition observations / Overall residual risk(Low) / Overall tree risk rating (Low) / Pruning history (Cleaned) / Pruning history (Reduced) / Pruning history (Structural pruning) / Pruning history (Thinned) / Restriction within dripline (Over 75%) / Retaining wall / Tree failure record / Tree vigor (Normal) / Wind exposure (Partial) / ,RTR0102331,"""Wan Chai""","""Wan Chai""","""Wan Chai""",2023-06-28,NULL,NULL,NULL,树冠疏理 / 缩减树冠 / ,樹冠疏理 / 縮減樹冠 / ,Crown reduction / Crown thinning / ,,"""Highways Department""","""Highways Department""","""Highways Department""",大叶榕(黄葛树),大葉榕(黃葛樹),Ficus virens (syn. Ficus virens var. sublanceolata),HYD/WC/00177,SWT,835944.709,815007.282,114.17373800000007,22.273915000000045
N,其他场地改变 / 土壤情况正常 / 滴水线范围内有限制(多於 70%) / 有树木倒塌记录 / 其他场地观察 / 茁壮程度 (正常) / 受风情况 (受遮挡) / 挡土墙 / 修剪历史 (缩减树冠) / 其他总体情况观察 / 综合树木风险 (低) / 综合剩余风险(低) / 没有场地改变 / ,其他場地改變 / 土壤情況正常 / 滴水線範圍內有限制(多於 70%) / 有樹木倒塌記錄 / 其他場地觀察 / 茁壯程度 (正常) / 受風情況 (受遮擋) / 擋土牆 / 修剪歷史 (縮減樹冠) / 其他總體情況觀察 / 綜合樹木風險 (低) / 綜合剩餘風險(低) / 没有場地改變 / ,No site changes / Normal Soil / Other General condition observations / Other site changes / Other Site Condition observations / Overall residual risk(Low) / Overall tree risk rating (Low) / Pruning history (Reduced) / Restriction within dripline (Over 75%) / Retaining wall / Tree failure record / Tree vigor (Normal) / Wind exposure (Protected) / ,RTR0102325,"""Wan Chai""","""Wan Chai""","""Wan Chai""",2023-06-28,NULL,NULL,NULL,其他缓减措施 / ,其他緩減措施 / ,Others / ,,"""Highways Department""","""Highways Department""","""Highways Department""",大叶榕(黄葛树),大葉榕(黃葛樹),Ficus virens (syn. Ficus virens var. sublanceolata),HYD/WC/00178,SWT,835945.841,814999.925,114.17374800000005,22.27384900000004
N,土壤情况正常 / 滴水线范围内有限制(多於 70%) / 有树木倒塌记录 / 其他场地观察 / 茁壮程度 (正常) / 人造斜坡 / 受风情况 (部份) / 修剪历史 (缩减树冠) / 其他总体情况观察 / 综合树木风险 (低) / 综合剩余风险(低) / 没有场地改变 / ,土壤情況正常 / 滴水線範圍內有限制(多於 70%) / 有樹木倒塌記錄 / 其他場地觀察 / 茁壯程度 (正常) / 人造斜坡 / 受風情況 (部份) / 修剪歷史 (縮減樹冠) / 其他總體情況觀察 / 綜合樹木風險 (低) / 綜合剩餘風險(低) / 没有場地改變 / ,Man-made slope / No site changes / Normal Soil / Other General condition observations / Other Site Condition observations / Overall residual risk(Low) / Overall tree risk rating (Low) / Pruning history (Reduced) / Restriction within dripline (Over 75%) / Tree failure record / Tree vigor (Normal) / Wind exposure (Partial) / ,T18_CCGSS,"""Islands""","""Islands""","""Islands""",2023-09-29,"""5B School  Road, Cheung Chau, NT""","""5B School  Road, Cheung Chau, NT""","""5B School  Road, Cheung Chau, NT""",清理树冠 / ,清理樹冠 / ,Crown cleaning / ,,"""Education Bureau""","""Education Bureau""","""Education Bureau""",榕树(细叶榕),榕樹(細葉榕),Ficus microcarpa,EDB/IS/00003,SWT,821212,807530,114.03085900000008,22.20632500000005
N,土壤情况正常 / 滴水线范围内有限制(25 - 50%) / 有树木倒塌记录 / 其他场地观察 / 茁壮程度 (正常) / 人造斜坡 / 受风情况 (部份) / 其他修剪历史 / 其他总体情况观察 / 综合树木风险 (低) / 综合剩余风险(低) / 没有场地改变 / ,土壤情況正常 / 滴水線範圍內有限制(25 - 50%) / 有樹木倒塌記錄 / 其他場地觀察 / 茁壯程度 (正常) / 人造斜坡 / 受風情況 (部份) / 其他修剪歷史 / 其他總體情況觀察 / 綜合樹木風險 (低) / 綜合剩餘風險(低) / 没有場地改變 / ,Man-made slope / No site changes / Normal Soil / Other General condition observations / Other Pruning history / Other Site Condition observations / Overall residual risk(Low) / Overall tree risk rating (Low) / Restriction within dripline (25 - 50%) / Tree failure record / Tree vigor (Normal) / Wind exposure (Partial) / ,HYD TP1,"""Tai Po""","""Tai Po""","""Tai Po""",2023-08-09,"""Chung Nga Road""","""Chung Nga Road""","""Chung Nga Road""",移除 / ,移除 / ,Removal / ,HYD TP/1,"""Highways Department""","""Highways Department""","""Highways Department""",大叶榕(黄葛树),大葉榕(黃葛樹),Ficus virens (syn. Ficus virens var. sublanceolata),HYD/TP/00058,OVT,835621,835721,114.17058800000007,22.46097100000003
N,平地 / 土壤情况正常 / 滴水线范围内有限制(少於 25%) / 有树木倒塌记录 / 其他场地观察 / 茁壮程度 (正常) / 受风情况 (部份) / 其他修剪历史 / 其他总体情况观察 / 综合树木风险 (低) / 综合剩余风险(低) / 没有场地改变 / ,平地 / 土壤情況正常 / 滴水線範圍內有限制(少於 25%) / 有樹木倒塌記錄 / 其他場地觀察 / 茁壯程度 (正常) / 受風情況 (部份) / 其他修剪歷史 / 其他總體情況觀察 / 綜合樹木風險 (低) / 綜合剩餘風險(低) / 没有場地改變 / ,Flat / No site changes / Normal Soil / Other General condition observations / Other Pruning history / Other Site Condition observations / Overall residual risk(Low) / Overall tree risk rating (Low) / Restriction within dripline (Less than 25%) / Tree failure record / Tree vigor (Normal) / Wind exposure (Partial) / ,T3,"""Tai Po""","""Tai Po""","""Tai Po""",2023-07-19,"""TPJPC""","""TPJPC""","""TPJPC""",清理树冠 / ,清理樹冠 / ,Crown cleaning / ,HKPF N/1,"""Hong Kong Police Force""","""Hong Kong Police Force""","""Hong Kong Police Force""",樟,樟,Cinnamomum camphora,HKPF/TP/00002,OVT,830947,840947,114.12515900000005,22.508156000000042
N,土壤被挤压 / 滴水线范围内有限制(多於 70%) / 有树木倒塌记录 / 其他场地观察 / 茁壮程度 (正常) / 倾斜 (趋光性) / 人造斜坡 / 受风情况 (部份) / 其他修剪历史 / 其他总体情况观察 / 综合树木风险 (低) / 石墙 / 综合剩余风险(低) / 没有场地改变 / ,土壤被擠壓 / 滴水線範圍內有限制(多於 70%) / 有樹木倒塌記錄 / 其他場地觀察 / 茁壯程度 (正常) / 傾斜 (趨光性) / 人造斜坡 / 受風情況 (部份) / 其他修剪歷史 / 其他總體情況觀察 / 綜合樹木風險 (低) / 石牆 / 綜合剩餘風險(低) / 没有場地改變 / ,Compacted Soil / Lean (Natural due to phototropism) / Man-made slope / No site changes / Other General condition observations / Other Pruning history / Other Site Condition observations / Overall residual risk(Low) / Overall tree risk rating (Low) / Restriction within dripline (Over 75%) / Stonewall / Tree failure record / Tree vigor (Normal) / Wind exposure (Partial) / ,SA2001_TS004,"""Yau Tsim Mong""","""Yau Tsim Mong""","""Yau Tsim Mong""",2023-10-12,"""Kowloon Park ""","""Kowloon Park ""","""Kowloon Park """,其他缓减措施 / ,其他緩減措施 / ,Others / ,,"""Architectural Services Department""","""Architectural Services Department""","""Architectural Services Department""",笔管榕,筆管榕,Ficus subpisocarpa,ARCHSD/YTM/00560,SWT,835536.72,817917.4,114.16977800000006,22.30019500000003
N,土壤被挤压 / 滴水线范围内有限制(多於 70%) / 有树木倒塌记录 / 其他场地观察 / 茁壮程度 (正常) / 倾斜 (趋光性) / 人造斜坡 / 受风情况 (部份) / 其他总体情况观察 / 综合树木风险 (低) / 石墙 / 综合剩余风险(低) / 没有场地改变 / ,土壤被擠壓 / 滴水線範圍內有限制(多於 70%) / 有樹木倒塌記錄 / 其他場地觀察 / 茁壯程度 (正常) / 傾斜 (趨光性) / 人造斜坡 / 受風情況 (部份) / 其他總體情況觀察 / 綜合樹木風險 (低) / 石牆 / 綜合剩餘風險(低) / 没有場地改變 / ,Compacted Soil / Lean (Natural due to phototropism) / Man-made slope / No site changes / Other General condition observations / Other Site Condition observations / Overall residual risk(Low) / Overall tree risk rating (Low) / Restriction within dripline (Over 75%) / Stonewall / Tree failure record / Tree vigor (Normal) / Wind exposure (Partial) / ,SA0845_TS001,"""Yau Tsim Mong""","""Yau Tsim Mong""","""Yau Tsim Mong""",2023-10-14,"""Kowloon District Court ""","""Kowloon District Court ""","""Kowloon District Court """,其他缓减措施 / ,其他緩減措施 / ,Others / ,,"""Architectural Services Department""","""Architectural Services Department""","""Architectural Services Department""",笔管榕,筆管榕,Ficus subpisocarpa,ARCHSD/YTM/00566,SWT,835879.78,818811.18,114.17310700000007,22.308267000000058
Y,其他场地改变 / 其他土壤情况 / 滴水线范围内有限制(多於 70%) / 有树木倒塌记录 / 有褐根病记录 / 其他场地观察 / 茁壮程度 (低) / 倾斜 (趋光性) / 倾斜 (已自然修正) / 人造斜坡 / 受风情况 (部份) / 修剪历史 (清理树冠) / 挡土墙 / 其他总体情况观察 / 综合树木风险 (低) / 石墙 / 综合剩余风险(低) / 没有场地改变 / ,其他場地改變 / 其他土壤情況 / 滴水線範圍內有限制(多於 70%) / 有樹木倒塌記錄 / 有褐根病記錄 / 其他場地觀察 / 茁壯程度 (低) / 傾斜 (趨光性) / 傾斜 (已自然修正) / 人造斜坡 / 受風情況 (部份) / 修剪歷史 (清理樹冠) / 擋土牆 / 其他總體情況觀察 / 綜合樹木風險 (低) / 石牆 / 綜合剩餘風險(低) / 没有場地改變 / ,Brown Root Rot disease record / Lean (Natural due to phototropism) / Lean (Self-corrected) / Man-made slope / No site changes / Other General condition observations / Other site changes / Other Site Condition observations / Other soil conditions / Overall residual risk(Low) / Overall tree risk rating (Low) / Pruning history (Cleaned) / Restriction within dripline (Over 75%) / Retaining wall / Stonewall / Tree failure record / Tree vigor (Low) / Wind exposure (Partial) / ,SA20307_TS001,"""Central & Western""","""Central & Western""","""Central & Western""",2023-10-26,"""Sai Ying Pun Community Complex""","""Sai Ying Pun Community Complex""","""Sai Ying Pun Community Complex""",病虫害控制 / 其他缓减措施 / ,病蟲害控制 / 其他緩減措施 / ,Others / Pest/ disease control / ,HYD CW/3,"""Architectural Services Department""","""Architectural Services Department""","""Architectural Services Department""",榕树(细叶榕),榕樹(細葉榕),Ficus microcarpa,ARCHSD/CW/02723,OVT & SWT,832994.8,816233.6,114.14511300000004,22.284987000000058
